-183.070, 78.870, 1.120,  1.765
-183.052, 78.836, 1.122,  1.798
-183.034, 78.803, 1.125,  1.831
-183.017, 78.769, 1.128,  1.864
-183.000, 78.736, 1.131,  1.897
-182.982, 78.702, 1.135,  1.930
-182.965, 78.668, 1.138,  1.963
-182.948, 78.634, 1.142,  1.996
-182.930, 78.600, 1.146,  2.029
-182.913, 78.565, 1.149,  2.062
-182.896, 78.531, 1.153,  2.095
-182.879, 78.496, 1.156,  2.128
-182.862, 78.461, 1.160,  2.161
-182.845, 78.426, 1.163,  2.194
-182.829, 78.391, 1.167,  2.227
-182.812, 78.356, 1.170,  2.260
-182.795, 78.320, 1.173,  2.293
-182.779, 78.285, 1.176,  2.326
-182.762, 78.249, 1.179,  2.359
-182.746, 78.213, 1.182,  2.392
-182.730, 78.177, 1.185,  2.425
-182.714, 78.141, 1.188,  2.458
-182.698, 78.105, 1.190,  2.491
-182.682, 78.068, 1.193,  2.524
-182.666, 78.032, 1.196,  2.557
-182.650, 77.995, 1.199,  2.590
-182.635, 77.958, 1.202,  2.623
-182.620, 77.921, 1.204,  2.656
-182.604, 77.884, 1.207,  2.689
-182.589, 77.847, 1.210,  2.722
-182.574, 77.809, 1.213,  2.755
-182.559, 77.771, 1.216,  2.788
-182.544, 77.734, 1.219,  2.821
-182.530, 77.696, 1.222,  2.854
-182.515, 77.658, 1.225,  2.887
-182.501, 77.619, 1.228,  2.920
-182.486, 77.581, 1.231,  2.953
-182.472, 77.542, 1.234,  2.986
-182.458, 77.503, 1.237,  3.019
-182.444, 77.464, 1.241,  3.052
-182.430, 77.425, 1.244,  3.085
-182.416, 77.386, 1.247,  3.118
-182.403, 77.346, 1.251,  3.151
-182.389, 77.307, 1.254,  3.184
-182.376, 77.267, 1.258,  3.217
-182.363, 77.227, 1.261,  3.250
-182.350, 77.187, 1.265,  3.283
-182.337, 77.147, 1.268,  3.316
-182.324, 77.106, 1.272,  3.349
-182.311, 77.065, 1.276,  3.382
-182.298, 77.025, 1.279,  3.415
-182.286, 76.984, 1.283,  3.448
-182.273, 76.943, 1.286,  3.481
-182.261, 76.901, 1.290,  3.514
-182.249, 76.860, 1.294,  3.547
-182.237, 76.818, 1.297,  3.580
-182.225, 76.776, 1.301,  3.613
-182.213, 76.734, 1.305,  3.646
-182.201, 76.692, 1.308,  3.679
-182.190, 76.650, 1.312,  3.712
-182.178, 76.607, 1.316,  3.745
-182.167, 76.565, 1.320,  3.778
-182.156, 76.522, 1.323,  3.811
-182.145, 76.479, 1.327,  3.844
-182.134, 76.436, 1.331,  3.877
-182.123, 76.392, 1.335,  3.910
-182.112, 76.349, 1.338,  3.943
-182.101, 76.305, 1.342,  3.976
-182.091, 76.261, 1.346,  4.009
-182.081, 76.218, 1.350,  4.042
-182.070, 76.173, 1.354,  4.075
-182.060, 76.129, 1.358,  4.108
-182.050, 76.085, 1.362,  4.141
-182.040, 76.040, 1.366,  4.174
-182.030, 75.995, 1.369,  4.207
-182.020, 75.950, 1.373,  4.240
-182.011, 75.905, 1.377,  4.273
-182.001, 75.860, 1.381,  4.306
-181.992, 75.815, 1.385,  4.339
-181.983, 75.769, 1.389,  4.372
-181.973, 75.723, 1.393,  4.405
-181.964, 75.678, 1.397,  4.438
-181.955, 75.632, 1.401,  4.471
-181.947, 75.585, 1.405,  4.504
-181.938, 75.539, 1.409,  4.537
-181.929, 75.493, 1.414,  4.570
-181.921, 75.446, 1.418,  4.603
-181.912, 75.399, 1.422,  4.636
-181.904, 75.352, 1.426,  4.669
-181.896, 75.305, 1.430,  4.702
-181.887, 75.258, 1.434,  4.735
-181.879, 75.210, 1.438,  4.768
-181.871, 75.163, 1.442,  4.801
-181.864, 75.115, 1.447,  4.834
-181.856, 75.067, 1.451,  4.867
-181.848, 75.019, 1.455,  4.900
-181.841, 74.971, 1.459,  4.933
-181.833, 74.922, 1.463,  4.966
-181.826, 74.874, 1.468,  4.999
-181.819, 74.825, 1.472,  5.032
-181.812, 74.776, 1.476,  5.065
-181.804, 74.727, 1.480,  5.098
-181.798, 74.678, 1.485,  5.131
-181.791, 74.629, 1.489,  5.164
-181.784, 74.579, 1.493,  5.197
-181.777, 74.530, 1.498,  5.230
-181.771, 74.480, 1.502,  5.263
-181.764, 74.430, 1.506,  5.296
-181.758, 74.380, 1.511,  5.329
-181.751, 74.330, 1.515,  5.362
-181.745, 74.279, 1.519,  5.395
-181.739, 74.229, 1.524,  5.428
-181.733, 74.178, 1.528,  5.461
-181.727, 74.127, 1.533,  5.494
-181.721, 74.076, 1.537,  5.527
-181.715, 74.025, 1.541,  5.560
-181.709, 73.974, 1.546,  5.593
-181.704, 73.922, 1.550,  5.626
-181.698, 73.871, 1.555,  5.659
-181.693, 73.819, 1.559,  5.692
-181.687, 73.767, 1.564,  5.725
-181.682, 73.715, 1.568,  5.758
-181.676, 73.663, 1.573,  5.791
-181.671, 73.610, 1.577,  5.824
-181.666, 73.558, 1.582,  5.857
-181.661, 73.505, 1.586,  5.890
-181.656, 73.452, 1.591,  5.923
-181.651, 73.399, 1.595,  5.956
-181.646, 73.346, 1.600,  5.989
-181.642, 73.293, 1.605,  6.022
-181.637, 73.239, 1.609,  6.055
-181.632, 73.185, 1.614,  6.088
-181.628, 73.131, 1.618,  6.121
-181.623, 73.077, 1.623,  6.154
-181.619, 73.023, 1.628,  6.187
-181.615, 72.969, 1.632,  6.220
-181.610, 72.915, 1.637,  6.253
-181.606, 72.860, 1.642,  6.286
-181.602, 72.805, 1.647,  6.319
-181.598, 72.750, 1.651,  6.352
-181.594, 72.695, 1.656,  6.385
-181.590, 72.640, 1.661,  6.418
-181.586, 72.584, 1.666,  6.451
-181.582, 72.529, 1.670,  6.484
-181.579, 72.473, 1.675,  6.517
-181.575, 72.417, 1.680,  6.550
-181.571, 72.361, 1.685,  6.583
-181.568, 72.305, 1.690,  6.616
-181.564, 72.248, 1.695,  6.649
-181.561, 72.192, 1.699,  6.682
-181.557, 72.135, 1.704,  6.715
-181.554, 72.078, 1.709,  6.748
-181.551, 72.021, 1.714,  6.781
-181.547, 71.964, 1.719,  6.814
-181.544, 71.906, 1.724,  6.847
-181.541, 71.849, 1.729,  6.880
-181.538, 71.791, 1.734,  6.913
-181.535, 71.733, 1.739,  6.946
-181.532, 71.675, 1.744,  6.979
-181.529, 71.617, 1.749,  7.012
-181.526, 71.559, 1.754,  7.045
-181.523, 71.500, 1.759,  7.078
-181.521, 71.441, 1.764,  7.111
-181.518, 71.382, 1.769,  7.144
-181.515, 71.323, 1.774,  7.177
-181.512, 71.264, 1.779,  7.210
-181.510, 71.205, 1.784,  7.243
-181.507, 71.145, 1.789,  7.276
-181.505, 71.085, 1.794,  7.309
-181.502, 71.025, 1.800,  7.342
-181.500, 70.965, 1.805,  7.375
-181.498, 70.905, 1.810,  7.408
-181.495, 70.844, 1.815,  7.441
-181.493, 70.784, 1.820,  7.474
-181.491, 70.723, 1.825,  7.507
-181.488, 70.662, 1.831,  7.540
-181.486, 70.601, 1.836,  7.573
-181.484, 70.539, 1.841,  7.606
-181.482, 70.478, 1.846,  7.639
-181.480, 70.416, 1.852,  7.672
-181.478, 70.354, 1.857,  7.705
-181.476, 70.292, 1.862,  7.738
-181.474, 70.230, 1.868,  7.771
-181.472, 70.168, 1.873,  7.804
-181.470, 70.105, 1.878,  7.837
-181.469, 70.042, 1.884,  7.870
-181.467, 69.980, 1.889,  7.903
-181.465, 69.916, 1.895,  7.936
-181.463, 69.853, 1.900,  7.969
-181.462, 69.790, 1.906,  8.002
-181.460, 69.726, 1.911,  8.035
-181.458, 69.662, 1.916,  8.068
-181.457, 69.598, 1.922,  8.101
-181.455, 69.534, 1.927,  8.134
-181.454, 69.470, 1.933,  8.167
-181.452, 69.405, 1.938,  8.200
-181.451, 69.340, 1.944,  8.233
-181.449, 69.275, 1.950,  8.266
-181.448, 69.210, 1.955,  8.299
-181.446, 69.145, 1.961,  8.332
-181.445, 69.079, 1.966,  8.365
-181.444, 69.014, 1.972,  8.398
-181.442, 68.948, 1.977,  8.431
-181.441, 68.882, 1.983,  8.464
-181.440, 68.815, 1.989,  8.497
-181.439, 68.749, 1.994,  8.530
-181.437, 68.682, 2.000,  8.563
-181.436, 68.616, 2.006,  8.596
-181.435, 68.549, 2.012,  8.629
-181.434, 68.481, 2.017,  8.662
-181.433, 68.414, 2.023,  8.695
-181.432, 68.346, 2.029,  8.728
-181.431, 68.279, 2.035,  8.761
-181.430, 68.211, 2.040,  8.794
-181.429, 68.142, 2.046,  8.827
-181.428, 68.074, 2.052,  8.860
-181.427, 68.006, 2.058,  8.893
-181.426, 67.937, 2.064,  8.926
-181.425, 67.868, 2.070,  8.959
-181.424, 67.799, 2.076,  8.992
-181.423, 67.729, 2.082,  9.025
-181.422, 67.660, 2.087,  9.058
-181.421, 67.590, 2.093,  9.091
-181.420, 67.520, 2.099,  9.124
-181.420, 67.450, 2.105,  9.157
-181.419, 67.380, 2.111,  9.190
-181.418, 67.309, 2.117,  9.223
-181.417, 67.238, 2.123,  9.256
-181.416, 67.167, 2.129,  9.289
-181.416, 67.096, 2.135,  9.322
-181.415, 67.025, 2.142,  9.355
-181.414, 66.953, 2.148,  9.388
-181.414, 66.882, 2.154,  9.421
-181.413, 66.810, 2.160,  9.454
-181.412, 66.738, 2.166,  9.487
-181.412, 66.665, 2.172,  9.520
-181.411, 66.593, 2.179,  9.553
-181.410, 66.520, 2.185,  9.586
-181.410, 66.447, 2.191,  9.619
-181.409, 66.374, 2.197,  9.652
-181.409, 66.300, 2.203,  9.685
-181.408, 66.227, 2.210,  9.718
-181.408, 66.153, 2.216,  9.751
-181.407, 66.079, 2.222,  9.784
-181.407, 66.005, 2.229,  9.817
-181.406, 65.930, 2.235,  9.850
-181.406, 65.855, 2.241,  9.883
-181.405, 65.781, 2.248,  9.916
-181.405, 65.706, 2.254,  9.949
-181.404, 65.630, 2.261,  9.982
-181.404, 65.555, 2.267, 10.015
-181.403, 65.479, 2.274, 10.048
-181.403, 65.403, 2.280, 10.081
-181.403, 65.327, 2.287, 10.114
-181.402, 65.250, 2.293, 10.147
-181.402, 65.174, 2.299, 10.180
-181.402, 65.097, 2.306, 10.213
-181.401, 65.020, 2.312, 10.246
-181.401, 64.943, 2.319, 10.279
-181.401, 64.865, 2.326, 10.312
-181.400, 64.788, 2.332, 10.345
-181.400, 64.710, 2.339, 10.378
-181.400, 64.632, 2.345, 10.411
-181.399, 64.553, 2.352, 10.444
-181.399, 64.475, 2.358, 10.477
-181.399, 64.396, 2.365, 10.510
-181.398, 64.317, 2.372, 10.543
-181.398, 64.238, 2.379, 10.576
-181.398, 64.158, 2.385, 10.609
-181.398, 64.078, 2.392, 10.642
-181.397, 63.999, 2.399, 10.675
-181.397, 63.918, 2.406, 10.708
-181.397, 63.838, 2.412, 10.741
-181.397, 63.757, 2.419, 10.774
-181.397, 63.677, 2.426, 10.807
-181.396, 63.596, 2.433, 10.840
-181.396, 63.514, 2.440, 10.873
-181.396, 63.433, 2.447, 10.906
-181.396, 63.351, 2.454, 10.939
-181.396, 63.269, 2.461, 10.972
-181.395, 63.187, 2.468, 11.005
-181.395, 63.105, 2.475, 11.038
-181.395, 63.022, 2.482, 11.071
-181.395, 62.939, 2.489, 11.104
-181.395, 62.856, 2.496, 11.137
-181.395, 62.772, 2.503, 11.170
-181.394, 62.689, 2.510, 11.203
-181.394, 62.605, 2.517, 11.236
-181.394, 62.521, 2.524, 11.269
-181.394, 62.437, 2.531, 11.302
-181.394, 62.352, 2.538, 11.335
-181.394, 62.267, 2.546, 11.368
-181.394, 62.182, 2.553, 11.401
-181.394, 62.097, 2.560, 11.434
-181.393, 62.011, 2.567, 11.467
-181.393, 61.926, 2.575, 11.500
-181.393, 61.840, 2.582, 11.533
-181.393, 61.753, 2.589, 11.566
-181.393, 61.667, 2.596, 11.599
-181.393, 61.580, 2.604, 11.632
-181.393, 61.493, 2.611, 11.665
-181.393, 61.406, 2.619, 11.698
-181.393, 61.318, 2.626, 11.731
-181.393, 61.231, 2.633, 11.764
-181.393, 61.143, 2.641, 11.797
-181.393, 61.055, 2.648, 11.830
-181.393, 60.966, 2.656, 11.863
-181.392, 60.877, 2.663, 11.896
-181.392, 60.788, 2.671, 11.929
-181.392, 60.699, 2.678, 11.962
-181.392, 60.610, 2.686, 11.995
-181.392, 60.520, 2.694, 12.028
-181.392, 60.430, 2.701, 12.061
-181.392, 60.340, 2.709, 12.094
-181.392, 60.249, 2.717, 12.127
-181.392, 60.159, 2.725, 12.160
-181.392, 60.068, 2.732, 12.193
-181.392, 59.976, 2.740, 12.226
-181.392, 59.885, 2.748, 12.259
-181.392, 59.793, 2.756, 12.292
-181.392, 59.701, 2.764, 12.325
-181.392, 59.609, 2.771, 12.358
-181.392, 59.516, 2.779, 12.391
-181.392, 59.423, 2.787, 12.424
-181.392, 59.330, 2.795, 12.457
-181.392, 59.237, 2.803, 12.490
-181.392, 59.143, 2.811, 12.523
-181.392, 59.049, 2.819, 12.556
-181.392, 58.955, 2.828, 12.589
-181.392, 58.860, 2.836, 12.622
-181.392, 58.766, 2.844, 12.655
-181.392, 58.671, 2.852, 12.688
-181.392, 58.575, 2.860, 12.721
-181.392, 58.480, 2.868, 12.754
-181.392, 58.384, 2.877, 12.787
-181.392, 58.288, 2.885, 12.820
-181.392, 58.192, 2.893, 12.853
-181.392, 58.095, 2.902, 12.886
-181.392, 57.998, 2.910, 12.919
-181.392, 57.901, 2.918, 12.952
-181.392, 57.803, 2.927, 12.985
-181.392, 57.705, 2.935, 13.018
-181.392, 57.607, 2.944, 13.051
-181.392, 57.509, 2.952, 13.084
-181.392, 57.410, 2.961, 13.117
-181.392, 57.312, 2.969, 13.150
-181.392, 57.212, 2.978, 13.183
-181.392, 57.113, 2.986, 13.216
-181.392, 57.013, 2.995, 13.249
-181.392, 56.913, 3.004, 13.282
-181.392, 56.813, 3.012, 13.315
-181.392, 56.712, 3.021, 13.348
-181.392, 56.611, 3.030, 13.381
-181.392, 56.510, 3.039, 13.414
-181.392, 56.408, 3.047, 13.447
-181.392, 56.307, 3.056, 13.480
-181.392, 56.204, 3.065, 13.513
-181.392, 56.102, 3.074, 13.546
-181.392, 55.999, 3.083, 13.579
-181.392, 55.896, 3.092, 13.612
-181.392, 55.793, 3.101, 13.645
-181.392, 55.690, 3.110, 13.678
-181.392, 55.586, 3.119, 13.711
-181.392, 55.481, 3.128, 13.744
-181.392, 55.377, 3.137, 13.777
-181.392, 55.272, 3.146, 13.810
-181.392, 55.167, 3.155, 13.843
-181.392, 55.062, 3.165, 13.876
-181.392, 54.956, 3.174, 13.909
-181.392, 54.850, 3.183, 13.942
-181.392, 54.744, 3.192, 13.975
-181.392, 54.637, 3.202, 14.008
-181.392, 54.530, 3.211, 14.041
-181.392, 54.423, 3.220, 14.074
-181.392, 54.315, 3.230, 14.107
-181.392, 54.207, 3.239, 14.140
-181.392, 54.099, 3.249, 14.173
-181.392, 53.990, 3.258, 14.206
-181.392, 53.882, 3.268, 14.239
-181.392, 53.772, 3.277, 14.272
-181.392, 53.663, 3.287, 14.305
-181.392, 53.553, 3.296, 14.338
-181.392, 53.443, 3.306, 14.371
-181.392, 53.333, 3.316, 14.404
-181.392, 53.222, 3.325, 14.437
-181.392, 53.111, 3.335, 14.470
-181.392, 52.999, 3.345, 14.503
-181.392, 52.888, 3.355, 14.536
-181.392, 52.775, 3.365, 14.569
-181.392, 52.663, 3.375, 14.602
-181.392, 52.550, 3.384, 14.635
-181.392, 52.437, 3.394, 14.668
-181.392, 52.324, 3.404, 14.701
-181.392, 52.210, 3.414, 14.734
-181.392, 52.096, 3.424, 14.767
-181.392, 51.982, 3.434, 14.800
-181.392, 51.867, 3.445, 14.833
-181.392, 51.752, 3.455, 14.866
-181.392, 51.636, 3.465, 14.899
-181.392, 51.521, 3.475, 14.932
-181.392, 51.405, 3.485, 14.965
-181.392, 51.288, 3.496, 14.998
-181.392, 51.171, 3.506, 15.031
-181.392, 51.054, 3.516, 15.064
-181.392, 50.937, 3.527, 15.097
-181.392, 50.819, 3.537, 15.130
-181.392, 50.701, 3.547, 15.163
-181.392, 50.582, 3.558, 15.196
-181.392, 50.463, 3.568, 15.229
-181.392, 50.344, 3.579, 15.262
-181.392, 50.225, 3.589, 15.295
-181.392, 50.105, 3.600, 15.328
-181.392, 49.984, 3.611, 15.361
-181.392, 49.864, 3.621, 15.394
-181.392, 49.743, 3.632, 15.427
-181.392, 49.622, 3.643, 15.460
-181.392, 49.500, 3.654, 15.493
-181.392, 49.378, 3.664, 15.526
-181.392, 49.255, 3.675, 15.559
-181.392, 49.133, 3.686, 15.592
-181.392, 49.009, 3.697, 15.625
-181.392, 48.886, 3.708, 15.658
-181.392, 48.762, 3.719, 15.691
-181.392, 48.638, 3.730, 15.724
-181.392, 48.513, 3.741, 15.757
-181.392, 48.388, 3.752, 15.790
-181.392, 48.263, 3.763, 15.823
-181.392, 48.137, 3.775, 15.856
-181.392, 48.011, 3.786, 15.889
-181.391, 47.885, 3.797, 15.922
-181.391, 47.758, 3.808, 15.955
-181.391, 47.630, 3.820, 15.988
-181.391, 47.503, 3.831, 16.021
-181.391, 47.375, 3.843, 16.054
-181.391, 47.246, 3.854, 16.087
-181.391, 47.118, 3.866, 16.120
-181.391, 46.989, 3.877, 16.153
-181.391, 46.859, 3.889, 16.186
-181.391, 46.729, 3.900, 16.219
-181.391, 46.599, 3.912, 16.252
-181.391, 46.468, 3.923, 16.285
-181.391, 46.337, 3.935, 16.318
-181.391, 46.206, 3.946, 16.351
-181.391, 46.074, 3.958, 16.384
-181.391, 45.942, 3.969, 16.417
-181.391, 45.809, 3.981, 16.450
-181.391, 45.676, 3.992, 16.483
-181.391, 45.543, 4.004, 16.516
-181.391, 45.409, 4.015, 16.549
-181.391, 45.275, 4.027, 16.582
-181.391, 45.140, 4.038, 16.615
-181.391, 45.005, 4.050, 16.648
-181.391, 44.870, 4.062, 16.681
-181.391, 44.734, 4.073, 16.714
-181.390, 44.598, 4.085, 16.747
-181.390, 44.462, 4.097, 16.780
-181.390, 44.325, 4.109, 16.813
-181.390, 44.188, 4.120, 16.846
-181.390, 44.050, 4.132, 16.879
-181.390, 43.912, 4.144, 16.912
-181.390, 43.774, 4.156, 16.945
-181.390, 43.635, 4.168, 16.978
-181.390, 43.495, 4.180, 17.011
-181.390, 43.356, 4.192, 17.044
-181.390, 43.216, 4.204, 17.077
-181.390, 43.075, 4.217, 17.110
-181.390, 42.934, 4.229, 17.143
-181.389, 42.793, 4.241, 17.176
-181.389, 42.651, 4.253, 17.209
-181.389, 42.509, 4.266, 17.242
-181.389, 42.367, 4.278, 17.275
-181.389, 42.224, 4.291, 17.308
-181.389, 42.081, 4.303, 17.341
-181.389, 41.937, 4.315, 17.374
-181.389, 41.793, 4.328, 17.407
-181.389, 41.648, 4.340, 17.440
-181.389, 41.503, 4.353, 17.473
-181.389, 41.358, 4.366, 17.506
-181.389, 41.212, 4.378, 17.539
-181.388, 41.066, 4.391, 17.572
-181.388, 40.919, 4.404, 17.605
-181.388, 40.772, 4.417, 17.638
-181.388, 40.624, 4.429, 17.671
-181.388, 40.476, 4.442, 17.704
-181.388, 40.328, 4.455, 17.737
-181.388, 40.179, 4.468, 17.770
-181.388, 40.030, 4.481, 17.803
-181.387, 39.880, 4.494, 17.836
-181.387, 39.730, 4.507, 17.869
-181.387, 39.579, 4.520, 17.902
-181.387, 39.428, 4.534, 17.935
-181.387, 39.277, 4.547, 17.968
-181.387, 39.125, 4.560, 18.001
-181.387, 38.973, 4.573, 18.034
-181.387, 38.820, 4.587, 18.067
-181.387, 38.667, 4.600, 18.100
-181.386, 38.513, 4.613, 18.133
-181.386, 38.359, 4.627, 18.166
-181.386, 38.204, 4.640, 18.199
-181.386, 38.049, 4.654, 18.232
-181.386, 37.894, 4.668, 18.265
-181.386, 37.738, 4.681, 18.298
-181.386, 37.581, 4.695, 18.331
-181.385, 37.425, 4.709, 18.364
-181.385, 37.267, 4.723, 18.397
-181.385, 37.109, 4.736, 18.430
-181.385, 36.951, 4.750, 18.463
-181.385, 36.793, 4.764, 18.496
-181.385, 36.633, 4.778, 18.529
-181.384, 36.474, 4.792, 18.562
-181.384, 36.314, 4.806, 18.595
-181.384, 36.153, 4.820, 18.628
-181.384, 35.992, 4.835, 18.661
-181.384, 35.831, 4.849, 18.694
-181.384, 35.669, 4.863, 18.727
-181.384, 35.506, 4.877, 18.760
-181.383, 35.343, 4.891, 18.793
-181.383, 35.180, 4.906, 18.826
-181.383, 35.016, 4.920, 18.859
-181.383, 34.851, 4.935, 18.892
-181.383, 34.687, 4.949, 18.925
-181.382, 34.521, 4.964, 18.958
-181.382, 34.355, 4.978, 18.991
-181.382, 34.189, 4.993, 19.024
-181.382, 34.022, 5.008, 19.057
-181.382, 33.855, 5.023, 19.090
-181.381, 33.687, 5.037, 19.123
-181.381, 33.519, 5.052, 19.156
-181.381, 33.350, 5.067, 19.189
-181.381, 33.181, 5.082, 19.222
-181.381, 33.011, 5.096, 19.255
-181.381, 32.841, 5.100, 19.288
-181.380, 32.672, 5.083, 19.321
-181.380, 32.503, 5.065, 19.354
-181.380, 32.335, 5.050, 19.387
-181.380, 32.167, 5.040, 19.420
-181.380, 31.999, 5.034, 19.453
-181.379, 31.832, 5.032, 19.486
-181.379, 31.664, 5.035, 19.519
-181.379, 31.496, 5.043, 19.552
-181.379, 31.327, 5.054, 19.585
-181.378, 31.158, 5.070, 19.618
-181.378, 30.989, 5.090, 19.651
-181.378, 30.818, 5.113, 19.684
-181.378, 30.647, 5.140, 19.717
-181.377, 30.475, 5.168, 19.750
-181.377, 30.302, 5.199, 19.783
-181.377, 30.127, 5.232, 19.816
-181.377, 29.952, 5.265, 19.849
-181.376, 29.775, 5.298, 19.882
-181.376, 29.598, 5.332, 19.915
-181.376, 29.419, 5.364, 19.948
-181.376, 29.240, 5.396, 19.981
-181.375, 29.059, 5.426, 20.014
-181.375, 28.877, 5.455, 20.047
-181.375, 28.695, 5.482, 20.080
-181.375, 28.511, 5.506, 20.113
-181.374, 28.327, 5.529, 20.146
-181.374, 28.142, 5.551, 20.179
-181.374, 27.957, 5.570, 20.212
-181.374, 27.771, 5.588, 20.245
-181.373, 27.584, 5.604, 20.278
-181.373, 27.397, 5.619, 20.311
-181.373, 27.210, 5.633, 20.344
-181.372, 27.022, 5.646, 20.377
-181.372, 26.833, 5.659, 20.410
-181.372, 26.645, 5.670, 20.443
-181.371, 26.455, 5.682, 20.476
-181.371, 26.266, 5.694, 20.509
-181.371, 26.076, 5.705, 20.542
-181.371, 25.885, 5.717, 20.575
-181.370, 25.695, 5.729, 20.608
-181.370, 25.503, 5.742, 20.641
-181.370, 25.312, 5.755, 20.674
-181.369, 25.120, 5.769, 20.707
-181.369, 24.927, 5.784, 20.740
-181.369, 24.734, 5.799, 20.773
-181.368, 24.540, 5.815, 20.806
-181.368, 24.346, 5.832, 20.839
-181.368, 24.151, 5.849, 20.872
-181.367, 23.956, 5.867, 20.905
-181.367, 23.760, 5.886, 20.938
-181.367, 23.563, 5.905, 20.971
-181.366, 23.366, 5.924, 21.004
-181.366, 23.168, 5.944, 21.037
-181.365, 22.969, 5.964, 21.070
-181.365, 22.770, 5.985, 21.103
-181.365, 22.570, 6.005, 21.136
-181.364, 22.369, 6.026, 21.169
-181.364, 22.168, 6.046, 21.202
-181.364, 21.966, 6.067, 21.235
-181.363, 21.763, 6.087, 21.268
-181.363, 21.560, 6.107, 21.301
-181.362, 21.356, 6.128, 21.334
-181.362, 21.151, 6.148, 21.367
-181.362, 20.946, 6.167, 21.400
-181.361, 20.740, 6.187, 21.433
-181.361, 20.533, 6.206, 21.466
-181.361, 20.326, 6.225, 21.499
-181.360, 20.118, 6.245, 21.532
-181.360, 19.909, 6.263, 21.565
-181.359, 19.700, 6.282, 21.598
-181.359, 19.490, 6.301, 21.631
-181.358, 19.280, 6.320, 21.664
-181.358, 19.069, 6.338, 21.697
-181.358, 18.857, 6.357, 21.730
-181.357, 18.645, 6.376, 21.763
-181.357, 18.432, 6.395, 21.796
-181.356, 18.218, 6.414, 21.829
-181.356, 18.004, 6.433, 21.862
-181.355, 17.789, 6.452, 21.895
-181.355, 17.574, 6.472, 21.928
-181.354, 17.358, 6.491, 21.961
-181.354, 17.141, 6.511, 21.994
-181.353, 16.923, 6.531, 22.027
-181.353, 16.705, 6.551, 22.060
-181.352, 16.486, 6.571, 22.093
-181.352, 16.267, 6.592, 22.126
-181.352, 16.047, 6.612, 22.159
-181.351, 15.826, 6.633, 22.192
-181.351, 15.604, 6.653, 22.225
-181.350, 15.382, 6.674, 22.258
-181.350, 15.159, 6.695, 22.291
-181.349, 14.935, 6.716, 22.324
-181.349, 14.711, 6.737, 22.357
-181.348, 14.486, 6.759, 22.390
-181.347, 14.260, 6.780, 22.423
-181.347, 14.034, 6.801, 22.456
-181.346, 13.807, 6.822, 22.489
-181.346, 13.579, 6.842, 22.522
-181.345, 13.350, 6.863, 22.555
-181.345, 13.121, 6.884, 22.588
-181.344, 12.891, 6.904, 22.621
-181.344, 12.661, 6.925, 22.654
-181.343, 12.429, 6.945, 22.687
-181.343, 12.197, 6.966, 22.720
-181.342, 11.965, 6.987, 22.753
-181.341, 11.731, 7.007, 22.786
-181.341, 11.497, 7.028, 22.819
-181.340, 11.262, 7.049, 22.852
-181.340, 11.027, 7.071, 22.885
-181.339, 10.791, 7.092, 22.918
-181.339, 10.554, 7.113, 22.951
-181.338, 10.316, 7.135, 22.984
-181.337, 10.078, 7.157, 23.017
-181.337, 9.839, 7.178, 23.050
